year,P.ISSN,E.ISSN,journal_name,open_access
2013,11266708,10298479,Journal of High Energy Physics,1
2013,15507998,15502368,"Physical Review D - Particles, Fields, Gravitation and Cosmology",1
2013,11266708,10298479,Journal of High Energy Physics,1
2013,15507998,15502368,"Physical Review D - Particles, Fields, Gravitation and Cosmology",1
2013,15507998,15502368,"Physical Review D - Particles, Fields, Gravitation and Cosmology",1
2013,00319007,10797114,Physical Review Letters,1
2013,15507998,15502368,"Physical Review D - Particles, Fields, Gravitation and Cosmology",1
2013,03091708,NULL,Advances in Water Resources,0
2013,15330028,19380674,Clinical Colorectal Cancer,0
2013,09269851,NULL,Journal of Applied Geophysics,0
2013,01433636,14735628,Nuclear Medicine Communications,0
2013,00070998,20448279,British Journal of Educational Psychology,0
2013,00220515,NULL,Journal of Economic Literature,0
2013,00906905,NULL,Journal of Psycholinguistic Research,0
2013,00457825,NULL,Computer Methods in Applied Mechanics and Engineering,0
2013,13845810,NULL,Data Mining and Knowledge Discovery,0
2013,08936080,18792782,Neural Networks,0
2013,10538119,10959572,NeuroImage,0
2013,08976546,17474469,Law and Social Inquiry,0
2013,NULL,21938997,IZA Journal of Labor Economics,1
2013,20487193,20487207,Journal of the Pediatric Infectious Diseases Society,1
2013,NULL,21622701,Optics InfoBase Conference Papers,0
2013,NULL,NULL,"2013 IEEE International Conference on Image Processing, ICIP 2013 - Proceedings",0
2013,NULL,NULL,"2013 IEEE Global Conference on Signal and Information Processing, GlobalSIP 2013 - Proceedings",0
2013,NULL,NULL,"2013 IEEE Global Conference on Signal and Information Processing, GlobalSIP 2013 - Proceedings",0
2013,NULL,NULL,"2013 IEEE Global Conference on Signal and Information Processing, GlobalSIP 2013 - Proceedings",0
2013,19485719,19485727,"IEEE International Ultrasonics Symposium, IUS",0
2013,19485719,19485727,"IEEE International Ultrasonics Symposium, IUS",0
2013,16418190,20844352,Polish Botanical Journal,1
2013,0278095X,NULL,Journal of Primary Prevention,0
2013,NULL,NULL,"2013 IEEE International Symposium on Software Reliability Engineering Workshops, ISSREW 2013",0
2013,NULL,NULL,"2013 IEEE 24th International Symposium on Software Reliability Engineering, ISSRE 2013",0
2013,NULL,NULL,"Proceedings - 2013 IEEE International Conference on Big Data, Big Data 2013",0
2013,NULL,NULL,"2013 IEEE 24th International Symposium on Software Reliability Engineering, ISSRE 2013",0
2013,03029743,16113349,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),0
2013,03744884,19768524,Journal of the Korean Physical Society,0
2013,10731105,1748720X,"Journal of Law, Medicine and Ethics",0
2013,03636445,15482324,Systematic Botany,0
2013,08827974,19391498,Psychology and Aging,0
2013,19393792,19393806,Autism Research,0
2013,15416933,15560961,Neurocritical Care,0
2013,00028614,15325415,Journal of the American Geriatrics Society,0
2013,03642313,14322323,World Journal of Surgery,0
2013,01607715,15733521,Journal of Behavioral Medicine,0
2013,00063444,14643510,Biometrika,0
2013,00208833,14682478,International Studies Quarterly,0
2013,17407745,17407753,Clinical Trials,0
2013,00703370,15337790,Demography,0
2013,00392499,15244628,Stroke,1
2013,21907188,21907196,Health and Technology,0
2013,09593780,NULL,Global Environmental Change,0
2013,NULL,21567085,Biomedical Optics Express,0
2013,00169013,17585341,Gerontologist,1
2013,00468177,15328392,Human Pathology,0
2013,15587673,19380682,Clinical Genitourinary Cancer,0
2013,13657852,14765608,Prostate Cancer and Prostatic Diseases,1
2013,03015661,16000528,Community Dentistry and Oral Epidemiology,0
2013,1049510X,NULL,Ethnicity and Disease,0
2013,NULL,21622701,Optics InfoBase Conference Papers,0
2013,NULL,21622701,Optics InfoBase Conference Papers,0
2013,10950761,10950753,Advances in Theoretical and Mathematical Physics,1
2013,1357714X,13691643,Sarcoma,1
2013,03736687,17432820,Journal of Bryology,0
2013,0732183X,15277755,Journal of Clinical Oncology,0
2013,03796566,NULL,"European Space Agency, (Special Publication) ESA SP",0
2013,00028282,NULL,American Economic Review,0
2013,23256621,NULL,Annals of the American Thoracic Society,0
2013,08848734,15251497,Journal of General Internal Medicine,0
2013,17583004,17583012,Carbon Management,0
2013,10531807,15222586,Journal of Magnetic Resonance Imaging,0
2013,NULL,2041210X,Methods in Ecology and Evolution,1
2013,0002953X,15357228,American Journal of Psychiatry,0
2013,09593780,NULL,Global Environmental Change,0
2013,15276465,15276473,Liver Transplantation,0
2013,13866532,18735967,Journal of Clinical Virology,0
2013,00908258,10956859,Gynecologic Oncology,0
2013,01606891,1098240X,Research in Nursing and Health,0
2013,14622203,1469994X,Nicotine and Tobacco Research,0
2013,10428194,10292403,Leukemia and Lymphoma,0
2013,00426822,10960341,Virology,1
2013,NULL,NULL,"ASME 2013 Summer Bioengineering Conference, SBC 2013",0
2013,03029743,16113349,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),1
2013,NULL,15306860,FASEB Journal,0
2013,08848734,15251497,Journal of General Internal Medicine,0
2013,10403590,1939134X,Psychological Assessment,0
2013,08853185,15318257,Movement Disorders,0
2013,10950680,15334112,Journal of ECT,0
2013,00071161,14682079,British Journal of Ophthalmology,0
2013,10871845,10960937,Fungal Genetics and Biology,0
2013,13520504,13652893,Journal of Viral Hepatitis,0
2013,NULL,NULL,"2013 IEEE Global Conference on Signal and Information Processing, GlobalSIP 2013 - Proceedings",0
2013,07487711,19381352,Journal of Rehabilitation Research and Development,1
2013,03407594,14321351,"Journal of Comparative Physiology A: Neuroethology, Sensory, Neural, and Behavioral Physiology",0
2013,14702045,14745488,The Lancet Oncology,0
2013,0093934X,10902155,Brain and Language,0
2013,14623889,15322122,European Journal of Oncology Nursing,0
2013,09645691,NULL,Ocean and Coastal Management,0
2013,00144886,10902430,Experimental Neurology,0
2013,0732183X,15277755,Journal of Clinical Oncology,0
2013,01464833,19435819,Computer Communication Review,0
2013,0002953X,15357228,American Journal of Psychiatry,0
2013,00143820,15585646,Evolution,1
2013,09608966,18732364,Neuromuscular Disorders,0
2013,10505164,NULL,Annals of Applied Probability,1
2013,08836612,NULL,Annals of Behavioral Medicine,0
2013,21947953,21947961,Plant Reproduction,0
2013,00283932,18733514,Neuropsychologia,0
2013,03022838,18737560,European Urology,0
2013,13596535,20402058,Antiviral Therapy,0
2013,00314005,10984275,Pediatrics,0
2013,10696563,15532712,Academic Emergency Medicine,1
2013,NULL,15252027,"Geochemistry, Geophysics, Geosystems",1
2013,01609289,19328737,Clinical Cardiology,1
2013,22122672,NULL,Journal of the Academy of Nutrition and Dietetics,0
2013,00039985,15432165,Archives of Pathology and Laboratory Medicine,1
2013,19485719,19485727,"IEEE International Ultrasonics Symposium, IUS",0
2013,08913668,15320987,Pediatric Infectious Disease Journal,0
2013,00029149,18791913,American Journal of Cardiology,0
2013,00314005,10984275,Pediatrics,0
2013,14702045,14745488,The Lancet Oncology,0
2013,14733099,14744457,The Lancet Infectious Diseases,0
2013,NULL,NULL,Carbon Cycle Science: Research Priorities and Congressional Considerations,0
2013,13541013,13652486,Global Change Biology,0
2013,1466822X,14668238,Global Ecology and Biogeography,0
2013,01651781,18727123,Psychiatry Research,0
2013,08998418,10970088,International Journal of Climatology,1
2013,03701573,NULL,Physics Reports,0
2013,NULL,NULL,Mark Blaug: Rebel with Many Causes,0
2013,03611817,15388662,Nurse Practitioner,0
2013,NULL,19326203,PLoS ONE,1
2013,NULL,14726947,BMC Medical Informatics and Decision Making,1
2013,NULL,NULL,"2013 ACM Conference on Bioinformatics, Computational Biology and Biomedical Informatics, ACM-BCB 2013",0
2013,NULL,NULL,"2013 ACM Conference on Bioinformatics, Computational Biology and Biomedical Informatics, ACM-BCB 2013",0
2013,NULL,NULL,"2013 ACM Conference on Bioinformatics, Computational Biology and Biomedical Informatics, ACM-BCB 2013",0
2013,00948276,19448007,Geophysical Research Letters,1
2013,NULL,19326203,PLoS ONE,1
2013,00948276,19448007,Geophysical Research Letters,1
2013,NULL,19326203,PLoS ONE,1
2013,NULL,21698996,Journal of Geophysical Research Atmospheres,1
2013,1053587X,NULL,IEEE Transactions on Signal Processing,0
2013,NULL,19326203,PLoS ONE,1
2013,NULL,22111247,Cell Reports,1
2013,NULL,20446055,BMJ Open,1
2013,13556037,1468201X,Heart,1
2013,19360851,1936086X,ACS Nano,0
2013,19360851,1936086X,ACS Nano,0
2013,00097322,15244539,Circulation,1
2013,NULL,18763863,Open Pain Journal,1
2013,00278424,10916490,Proceedings of the National Academy of Sciences of the United States of America,1
2013,00278424,10916490,Proceedings of the National Academy of Sciences of the United States of America,1
2013,15507998,15502368,"Physical Review D - Particles, Fields, Gravitation and Cosmology",0
2013,15507998,15502368,"Physical Review D - Particles, Fields, Gravitation and Cosmology",0
2013,NULL,NULL,"Experience-Driven Leader Development: Models, Tools, Best Practices, and Advice for On-the-Job Development",0
2013,14737167,17448379,Expert Review of Pharmacoeconomics and Outcomes Research,1
2013,10980121,1550235X,Physical Review B - Condensed Matter and Materials Physics,0
2013,14462257,NULL,World Transactions on Engineering and Technology Education,0
2013,20460066,20460074,RSC Smart Materials,0
2013,07338724,NULL,Journal of Lightwave Technology,0
2013,00219258,1083351X,Journal of Biological Chemistry,1
2013,NULL,14712148,BMC Evolutionary Biology,1
2013,00404411,NULL,Texas Law Review,0
2013,NULL,20452322,Scientific Reports,1
2013,10833668,15602281,Journal of Biomedical Optics,1
2013,02780062,NULL,IEEE Transactions on Medical Imaging,0
2013,02706474,15292401,Journal of Neuroscience,1
2013,00219258,1083351X,Journal of Biological Chemistry,1
2013,NULL,NULL,"CLEO: QELS_Fundamental Science, CLEO:QELS FS 2013",0
2013,NULL,NULL,"CLEO: QELS_Fundamental Science, CLEO:QELS FS 2013",0
2013,10972765,10974164,Molecular Cell,1
2013,01460404,15525783,Investigative Ophthalmology and Visual Science,1
2013,NULL,NULL,"Optical Trapping Applications, OTA 2013",0
2013,NULL,10900535,Molecular Vision,0
2013,20403364,20403372,Nanoscale,0
2013,01460404,15525783,Investigative Ophthalmology and Visual Science,1
2013,00064971,15280020,Blood,1
2013,00280836,14764687,Nature,1
2013,02776715,10970258,Statistics in Medicine,0
2013,1559128X,15394522,Applied Optics,0
2013,NULL,20513933,Movement Ecology,1
2013,0732183X,15277755,Journal of Clinical Oncology,0
2013,00278874,14602105,Journal of the National Cancer Institute,1
2013,00963941,23249250,Eos,0
2013,00034819,15393704,Annals of Internal Medicine,0
2013,NULL,NULL,"Optical Molecular Probes, Imaging and Drug Delivery, OMP 2013",0
2013,NULL,NULL,"Optical Molecular Probes, Imaging and Drug Delivery, OMP 2013",0
2013,00219606,NULL,Journal of Chemical Physics,0
2013,16625161,NULL,Frontiers in Human Neuroscience,1
2013,NULL,NULL,"Optical Molecular Probes, Imaging and Drug Delivery, OMP 2013",0
2013,NULL,NULL,"Optical Molecular Probes, Imaging and Drug Delivery, OMP 2013",0
2013,NULL,NULL,"CLEO: Applications and Technology, CLEO_AT 2013",0
2013,00319007,10797114,Physical Review Letters,0
2013,0893228X,15205010,Chemical Research in Toxicology,0
2013,NULL,NULL,"2013 IEEE Photonics Society Summer Topical Meeting Series, PSSTMS 2013",0
2013,18888046,NULL,Anuario Calderoniano,0
2013,09609822,NULL,Current Biology,1
2013,NULL,NULL,"Bio-Optics: Design and Application, BODA 2013",0
2013,08950563,NULL,Geotechnical Special Publication,0
2013,08950563,NULL,Geotechnical Special Publication,0
2013,NULL,19326203,PLoS ONE,1
2013,00219290,18732380,Journal of Biomechanics,0
2013,10636919,NULL,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,0
2013,03044017,18732550,Veterinary Parasitology,0
2013,00219258,1083351X,Journal of Biological Chemistry,1
2013,00221767,15506606,Journal of Immunology,1
2013,01677187,NULL,International Journal of Industrial Organization,0
2013,03784371,NULL,Physica A: Statistical Mechanics and its Applications,0
2013,01469592,15394794,Optics Letters,0
2013,00219258,1083351X,Journal of Biological Chemistry,1
2013,00063223,18732402,Biological Psychiatry,0
2013,03603016,1879355X,International Journal of Radiation Oncology Biology Physics,0
2013,NULL,1471244X,BMC Psychiatry,1
2013,08853010,NULL,"IEEE Transactions on Ultrasonics, Ferroelectrics, and Frequency Control",0
2013,10504729,NULL,Proceedings - IEEE International Conference on Robotics and Automation,0
2013,10504729,NULL,Proceedings - IEEE International Conference on Robotics and Automation,0
2013,10504729,NULL,Proceedings - IEEE International Conference on Robotics and Automation,0
2013,NULL,19326203,PLoS ONE,1
2013,00319007,10797114,Physical Review Letters,0
2013,NULL,NULL,"Proceedings of the Annual International Conference on Mobile Computing and Networking, MOBICOM",0
2013,02699370,14735571,AIDS,0
2013,15507998,15502368,"Physical Review D - Particles, Fields, Gravitation and Cosmology",0
2013,NULL,NULL,"Proceedings of the ACM Symposium on Virtual Reality Software and Technology, VRST",0
2013,19348630,15594106,Biointerphases,1
2013,15507998,15502368,"Physical Review D - Particles, Fields, Gravitation and Cosmology",0
2013,00036951,NULL,Applied Physics Letters,0
2013,00036951,NULL,Applied Physics Letters,0
2013,NULL,NULL,Working Paper of the Helen Kellogg Institute for International Studies,0
2013,NULL,14712164,BMC Genomics,1
2013,15507998,15502368,"Physical Review D - Particles, Fields, Gravitation and Cosmology",0
2013,1559128X,15394522,Applied Optics,0
2013,02776715,10970258,Statistics in Medicine,0
2013,0732183X,15277755,Journal of Clinical Oncology,0
2013,1071121X,21607001,"Proceedings of the IEEE Annual Northeast Bioengineering Conference, NEBEC",0
2013,15393755,15502376,"Physical Review E - Statistical, Nonlinear, and Soft Matter Physics",0
2013,00280836,14764687,Nature,1
2013,20403364,20403372,Nanoscale,0
2013,00219606,NULL,Journal of Chemical Physics,0
2013,10648275,10957200,SIAM Journal on Scientific Computing,0
2013,00319155,13616560,Physics in Medicine and Biology,0
2013,00064971,15280020,Blood,1
2013,00029297,15376605,American Journal of Human Genetics,1
2013,00029297,15376605,American Journal of Human Genetics,1
2013,19466234,19466242,Science Translational Medicine,0
2013,19466234,19466242,Science Translational Medicine,0
2013,NULL,20452322,Scientific Reports,1
2013,07437463,15205827,Langmuir,0
2013,00278424,10916490,Proceedings of the National Academy of Sciences of the United States of America,1
2013,03767388,18733123,Journal of Membrane Science,0
2013,03781127,NULL,Forest Ecology and Management,0
2013,00278424,10916490,Proceedings of the National Academy of Sciences of the United States of America,1
2013,10538119,10959572,NeuroImage,0
2013,00278424,10916490,Proceedings of the National Academy of Sciences of the United States of America,1
2013,NULL,10944087,Optics Express,0
2013,NULL,10944087,Optics Express,0
2013,14337851,15213773,Angewandte Chemie - International Edition,0
2013,11793155,11793163,Phytotaxa,0
2013,15206106,15205207,Journal of Physical Chemistry B,0
2013,NULL,19326203,PLoS ONE,1
2013,00319007,10797114,Physical Review Letters,0
2013,00092541,NULL,Chemical Geology,0
2013,NULL,NULL,"Proceedings of the 1st ACM SIGOPS Conference on Timely Results in Operating Systems, TRIOS 2013",0
2013,NULL,NULL,Commutative Algebra: Expository Papers Dedicated to David Eisenbud on the Occasion of His 65th Birthday,0
2013,NULL,NULL,Neuroscience in the 21st Century: From Basic to Clinical,0
2013,00422533,NULL,Vanderbilt Law Review,0
2013,NULL,NULL,Treatise on Geochemistry: Second Edition,0
2013,15324435,15337928,Journal of Machine Learning Research,0
2013,15694410,NULL,Photonics and Nanostructures - Fundamentals and Applications,0
2013,00127086,NULL,Duke Law Journal,0
2013,00127086,NULL,Duke Law Journal,0
2013,1040452X,10982795,Molecular Reproduction and Development,1
2013,NULL,14388871,Journal of Medical Internet Research,1
2013,09644733,10990836,Business Strategy and the Environment,0
2013,00220663,NULL,Journal of Educational Psychology,0
2013,00029122,NULL,American Journal of Botany,1
2013,07371209,15251446,Public Health Nursing,0
2013,15554155,NULL,Journal for Nurse Practitioners,0
2013,14628910,14631318,Colorectal Disease,0
2013,00314005,10984275,Pediatrics,1
2013,00034975,15526259,Annals of Thoracic Surgery,0
2013,14700328,14710528,BJOG: An International Journal of Obstetrics and Gynaecology,1
2013,03069877,15322777,Medical Hypotheses,0
2013,10840680,NULL,Practice Periodical on Structural Design and Construction,0
2013,08915245,NULL,Journal of Pediatric Health Care,0
2013,03610365,NULL,Research in Higher Education,0
2013,10048979,20797338,Numerical Mathematics,0
2013,1932202X,21629536,Journal of Advanced Academics,0
2013,NULL,NULL,Treatise on Geochemistry: Second Edition,0
2013,21911231,21910367,International Journal on Disability and Human Development,0
2013,17514517,17514525,Photography and Culture,0
2013,08834237,NULL,Statistical Science,1
2013,15324435,15337928,Journal of Machine Learning Research,0
2013,1553734X,15537358,PLoS Computational Biology,1
2013,00127086,NULL,Duke Law Journal,0
2013,09212973,15729761,Landscape Ecology,0
2013,10966218,15577740,Journal of Palliative Medicine,0
2013,07347332,15407586,Journal of Psychosocial Oncology,0
2013,02697653,NULL,Evolutionary Ecology,0
2013,17594774,17594782,Nature Reviews Clinical Oncology,0
2013,07371209,15251446,Public Health Nursing,0
2013,0004640X,1572946X,Astrophysics and Space Science,0
2013,03635465,15523365,American Journal of Sports Medicine,0
2013,00431397,19447973,Water Resources Research,0
2013,NULL,21567085,Biomedical Optics Express,0
2013,NULL,21567085,Biomedical Optics Express,0
2013,0162220X,15389804,Cancer Nursing,0
2013,01469592,15394794,Optics Letters,0
2013,07415400,19383673,Journal of Leukocyte Biology,1
2013,07403194,15222594,Magnetic Resonance in Medicine,1
2013,14702045,14745488,The Lancet Oncology,0
2013,09603115,15729710,Biodiversity and Conservation,0
2013,17410541,1744828X,Personalized Medicine,0
2013,0361803X,15463141,American Journal of Roentgenology,0
2013,00104140,15523829,Comparative Political Studies,0
2013,0008543X,10970142,Cancer,1
2013,00221767,15506606,Journal of Immunology,1
2013,17545692,17545706,Energy and Environmental Science,0
2013,00207276,NULL,International Journal of Game Theory,0
2013,10553290,NULL,Journal of the Association of Nurses in AIDS Care,0
2013,15250008,15327078,Infancy,0
2013,14647931,1469185X,Biological Reviews,0
2013,00128252,NULL,Earth-Science Reviews,0
2013,15493296,15524965,Journal of Biomedical Materials Research - Part A,0
2013,00103616,14320916,Communications in Mathematical Physics,0
2013,00219975,15323129,Journal of Comparative Pathology,0
2013,00104825,18790534,Computers in Biology and Medicine,0
2013,15389588,1538957X,Traffic Injury Prevention,0
2013,14629011,18736416,Environmental Science and Policy,0
2013,18152406,19917120,Communications in Computational Physics,0
2013,09768386,09768394,Sankhya B,0
2013,NULL,NULL,Multimodality Imaging for Transcatheter Aortic Valve Replacement,0
2013,NULL,NULL,Commutative Algebra: Expository Papers Dedicated to David Eisenbud on the Occasion of His 65th Birthday,0
2013,NULL,NULL,Principles of Tissue Engineering: Fourth Edition,0
2013,21699798,2169981X,Journal for Nurses in Professional Development,0
2013,21699798,2169981X,Journal for Nurses in Professional Development,0
2013,00222186,NULL,Journal of Law and Economics,0
2013,09768386,09768394,Sankhya B,0
2013,21682291,NULL,IEEE Transactions on Human-Machine Systems,1
2013,19433921,1943393X,"Attention, Perception, and Psychophysics",1
2013,00121649,NULL,Developmental Psychology,0
2013,00121649,NULL,Developmental Psychology,0
2013,07403224,NULL,Journal of the Optical Society of America B: Optical Physics,0
2013,07492081,NULL,Seminars in Oncology Nursing,0
2013,00991767,15272966,Journal of Emergency Nursing,0
2013,08895406,NULL,American Journal of Orthodontics and Dentofacial Orthopedics,0
2013,00314005,10984275,Pediatrics,0
2013,08853924,18736513,Journal of Pain and Symptom Management,0
2013,08853924,18736513,Journal of Pain and Symptom Management,0
2013,13646613,1879307X,Trends in Cognitive Sciences,0
2013,00143820,15585646,Evolution,1
2013,22122672,NULL,Journal of the Academy of Nutrition and Dietetics,0
2013,22122672,NULL,Journal of the Academy of Nutrition and Dietetics,0
2013,09387994,14321084,European Radiology,0
2013,10443983,15315487,Epidemiology,0
2013,10777229,1878187X,Cognitive and Behavioral Practice,0
2013,0730725X,18735894,Magnetic Resonance Imaging,0
2013,00426989,18785646,Vision Research,1
2013,07495978,NULL,Organizational Behavior and Human Decision Processes,0
2013,01429612,18785905,Biomaterials,0
2013,03064603,18736327,Addictive Behaviors,0
2013,00219991,10902716,Journal of Computational Physics,0
2013,15325024,15325032,Journal of Loss and Trauma,0
2013,NULL,NULL,"Core Concepts in the Disorders of Fluid, Electrolytes and Acid-Base Balance",0
2013,NULL,NULL,Nanomaterials: A Danger or a Promise? A Chemical and Biological Perspective,0
2013,NULL,NULL,Principles of Tissue Engineering: Fourth Edition,0
2013,19417713,19417705,Circulation: Cardiovascular Quality and Outcomes,0
2013,19417713,19417705,Circulation: Cardiovascular Quality and Outcomes,1
2013,NULL,19326203,PLoS ONE,1
2013,10907165,NULL,AIDS and Behavior,0
2013,15333159,NULL,Pain Physician,0
2013,19320620,19353227,Journal of Addiction Medicine,0
2013,00144835,10960007,Experimental Eye Research,0
2013,09601643,NULL,British Journal of General Practice,1
2013,00020443,15390721,Journal of Nursing Administration,0
2013,10739688,15498719,Microcirculation,0
2013,10568727,1873460X,Journal of Diabetes and its Complications,0
2013,00314005,10984275,Pediatrics,1
2013,11727047,11791934,CNS Drugs,0
2013,1420682X,14209071,Cellular and Molecular Life Sciences,1
2013,15475271,15563871,Heart Rhythm,0
2013,08832927,NULL,Applied Geochemistry,0
2013,13518216,13652516,Haemophilia,0
2013,15449173,15457885,PLoS Biology,1
2013,08939454,14657368,Review of Financial Studies,0
2013,00456535,18791298,Chemosphere,0
2013,09501991,14779129,Development (Cambridge),1
2013,17912997,17913004,Molecular Medicine Reports,1
2013,01492063,15571211,Journal of Management,0
2013,00223891,NULL,Journal of Personality Assessment,0
2013,15723127,NULL,Statistical Methodology,0
2013,00028614,15325415,Journal of the American Geriatrics Society,0
2013,10872914,15577449,AIDS Patient Care and STDs,0
2013,2151464X,21514658,Arthritis Care and Research,0
2013,08913668,15320987,Pediatric Infectious Disease Journal,0
2013,01479563,15273288,Heart and Lung: Journal of Acute and Critical Care,0
2013,00029343,15557162,American Journal of Medicine,0
2013,10579249,10991611,Psycho-Oncology,0
2013,0194911X,15244563,Hypertension,1
2013,09209964,15732509,Schizophrenia Research,0
2013,09644563,14683318,Tobacco Control,0
2013,09501991,14779129,Development (Cambridge),1
2013,03768716,18790046,Drug and Alcohol Dependence,0
2013,00144835,10960007,Experimental Eye Research,0
2013,03783774,NULL,Agricultural Water Management,0
2013,00335533,15314650,Quarterly Journal of Economics,0
2013,13522310,18732844,Atmospheric Environment,0
2013,03625915,15574644,ACM Transactions on Database Systems,0
2013,00029262,14766256,American Journal of Epidemiology,1
2013,01632116,15732568,Digestive Diseases and Sciences,0
2013,NULL,1755263X,Conservation Letters,1
2013,10492275,15363732,Journal of Craniofacial Surgery,0
2013,00029440,15252191,American Journal of Pathology,1
2013,00253162,NULL,Marine Biology,0
2013,10689265,15344681,Annals of Surgical Oncology,0
2013,13684302,14617188,Group Processes and Intergroup Relations,0
2013,00029262,14766256,American Journal of Epidemiology,1
2013,0002953X,15357228,American Journal of Psychiatry,0
2013,00991767,15272966,Journal of Emergency Nursing,0
2013,02709139,15273350,Hepatology,1
2013,13602276,13653156,Tropical Medicine and International Health,1
2013,00244066,10958312,Biological Journal of the Linnean Society,1
2013,09629343,NULL,Quality of Life Research,0
2013,14713012,17412684,Dementia,0
2013,00218790,13652656,Journal of Animal Ecology,1
2013,00223565,15210103,Journal of Pharmacology and Experimental Therapeutics,0
2013,08915245,NULL,Journal of Pediatric Health Care,0
2013,00221899,NULL,Journal of Infectious Diseases,1
2013,09545794,14692198,Development and Psychopathology,0
2013,00991767,15272966,Journal of Emergency Nursing,0
2013,01466380,NULL,Organic Geochemistry,0
2013,NULL,NULL,Principles of Tissue Engineering: Fourth Edition,0
2013,87565641,NULL,Developmental Neuropsychology,0
2013,1935861X,18764754,Brain Stimulation,0
2013,10559965,NULL,Cancer Epidemiology Biomarkers and Prevention,1
2013,0008543X,10970142,Cancer,0
2013,01418130,18790003,International Journal of Biological Macromolecules,0
2013,0308597X,NULL,Marine Policy,0
2013,01495992,19355548,Diabetes Care,1
2013,0002953X,15357228,American Journal of Psychiatry,0
2013,10614036,15461718,Nature Genetics,0
2013,00034975,15526259,Annals of Thoracic Surgery,0
2013,15449173,15457885,PLoS Biology,1
2013,1461023X,14610248,Ecology Letters,0
2013,0002953X,15357228,American Journal of Psychiatry,0
2013,00319007,10797114,Physical Review Letters,0
2013,1557170X,NULL,"Proceedings of the Annual International Conference of the IEEE Engineering in Medicine and Biology Society, EMBS",0
2013,19327447,19327455,Journal of Physical Chemistry C,0
2013,19327447,19327455,Journal of Physical Chemistry C,0
2013,1557170X,NULL,"Proceedings of the Annual International Conference of the IEEE Engineering in Medicine and Biology Society, EMBS",0
2013,1557170X,NULL,"Proceedings of the Annual International Conference of the IEEE Engineering in Medicine and Biology Society, EMBS",0
2013,NULL,18248039,Proceedings of Science,0
2013,10461779,NULL,Proceedings - SPE International Symposium on Oilfield Chemistry,0
2013,00016322,14320533,Acta Neuropathologica,1
2013,05562813,1089490X,Physical Review C - Nuclear Physics,0
2013,00027863,15205126,Journal of the American Chemical Society,0
2013,NULL,14752859,Microbial Cell Factories,1
2013,00319007,10797114,Physical Review Letters,0
2013,10936106,19450036,Asian Journal of Mathematics,1
2013,10936106,19450036,Asian Journal of Mathematics,1
2013,0022538X,10985514,Journal of Virology,1
2013,05562813,1089490X,Physical Review C - Nuclear Physics,0
2013,00218979,NULL,Journal of Applied Physics,0
2013,00346535,15309142,Review of Economics and Statistics,0
2013,NULL,NULL,Evolution of Virulence in Eukaryotic Microbes,0
2013,15393755,15502376,"Physical Review E - Statistical, Nonlinear, and Soft Matter Physics",0
2013,14748231,NULL,Advances in Health Care Management,0
2013,NULL,16648021,Frontiers in Genetics,1
2013,18668755,18668763,Springer Series in Geomechanics and Geoengineering,0
2013,13597345,1364548X,Chemical Communications,0
2013,0022460X,10958568,Journal of Sound and Vibration,0
2013,00036951,NULL,Applied Physics Letters,0
2013,01495992,19355548,Diabetes Care,1
2013,NULL,NULL,"Proceedings of the 2013 IEEE Symposium on Computational Intelligence in Vehicles and Transportation Systems, CIVTS 2013 - 2013 IEEE Symposium Series on Computational Intelligence, SSCI 2013",0
2013,18668755,18668763,Springer Series in Geomechanics and Geoengineering,0
2013,00166987,20355556,Genus,0
2013,01664328,18727549,Behavioural Brain Research,0
2013,21686106,NULL,JAMA Internal Medicine,1
2013,00219606,NULL,Journal of Chemical Physics,0
2013,02706474,15292401,Journal of Neuroscience,1
2013,NULL,19326203,PLoS ONE,1
2013,03043940,18727972,Neuroscience Letters,0
2013,0022538X,10985514,Journal of Virology,0
2013,0022538X,10985514,Journal of Virology,1
2013,10007431,NULL,Tumor,0
2013,0022538X,10985514,Journal of Virology,1
2013,NULL,NULL,Proceedings of the 15th Lomonosov Conference on Elementary Particle Physics: Particle Physics at the Tercentenary of Mikhail Lomonosov,0
2013,00287504,19447744,New York Review of Books,0
2013,00127086,NULL,Duke Law Journal,0
2013,00127086,NULL,Duke Law Journal,0
2013,00127086,NULL,Duke Law Journal,0
2013,16120663,16136373,CESifo DICE Report,0
2013,01480227,21699100,Journal of Geophysical Research E: Planets,1
2013,10706631,NULL,Physics of Fluids,0
2013,NULL,NULL,Homology: The Hierarchical Basis of Comparative Biology,0
2013,NULL,19364954,SIAM Journal on Imaging Sciences,0
2013,NULL,NULL,Ecophysiology of Coniferous Forests,0
2013,00278424,10916490,Proceedings of the National Academy of Sciences of the United States of America,1
2013,NULL,NULL,Ecophysiology of Coniferous Forests,0
2013,19360851,1936086X,ACS Nano,0
2013,00219606,NULL,Journal of Chemical Physics,0
2013,NULL,10944087,Optics Express,0
2013,1530437X,NULL,IEEE Sensors Journal,0
2013,15301591,NULL,"Proceedings -Design, Automation and Test in Europe, DATE",0
2013,15301591,NULL,"Proceedings -Design, Automation and Test in Europe, DATE",0
